company_name,location_count,dba_count,total_references
Blue Grass Provisions Co. Inc.,1,0,1
"Baily International, Inc.",1,0,1
Bastan Corporation,1,0,1
"Bakalars Sausage Co., Inc.",1,0,1
Bak Foods,1,0,1
"Baja Foods, LLC",1,0,1
Baily Meat LLC,1,0,1
"Baily International, LLC",1,0,1
Bagelinos,1,0,1
"Baker, Inc.",1,0,1
Bagel Bites,1,0,1
Balter Meat Company,1,0,1
"Bama Companies, Inc.",1,0,1
Bama Sea Products,1,0,1
Bangkok Meatball Corp.,1,0,1
Base Camp Operations,1,0,1
"Bakehouse Enterprises, LLC, DBA Boxford Bakehouse",1,0,1
Bakersfield Meat Company,1,0,1
Bucher Meats,1,0,1
"B & M Philly Steaks, Inc.",1,0,1
"Bubba Foods, LLC",1,0,1
Bryant's Meat Inc,1,0,1
Bryan's Meat Inc.,1,0,1
"Brushy Prairie Packing, Inc.",1,0,1
Bimmy's Food Made With Love,1,0,1
Biloxi Beach Group LLC #2,1,0,1
Bakemex,1,0,1
"Bakkavor Foods USA, Inc",1,0,1
Ballester Hermanos Inc.,1,0,1
Balkan Meat Inc.,1,0,1
"Baksh Food LLC,",1,0,1
Bakkavor US - San Antonio,1,0,1
Bakkavor US - Carson,1,0,1
"Bakkavor Foods USA, Inc - Charlotte Breads",1,0,1
Buckhead South Florida LLC,1,0,1
Buckhorn Meat Co.,1,0,1
Buckskins L.L.C.,1,0,1
"Burgundy Pasture Beef, LP",1,0,1
"Blue Ribbon Processing, LLC",1,0,1
"Blue Mountain Meats, Inc.",1,0,1
Blue Moon Specialty Foods,1,0,1
"Bright Oak Meats, Inc.",1,0,1
Brighton Packing LLC,1,0,1
Biltong Beef Products LLC,1,0,1
Burris Corporation,1,0,1
"Blue Sky RE, LLC",1,0,1
Burnette Foods Inc.,1,0,1
Burnett Meats,1,0,1
Burnett Dairy Cooperative,1,0,1
"Burnett & Son Meat Co., Inc.",1,0,1
Burly Brothers Country Butchery,1,0,1
Burkhart Meat Processing LLC,1,0,1
Blue Ridge Meats of Front Royal,1,0,1
Blue Star Meat Corp.,1,0,1
Butcher Block Meat Co.,1,0,1
Bob's Processing Inc.,1,0,1
Blue Line Food Service Distribution,1,0,1
Bonavista foods Inc.,1,0,1
Blue Line Foodservice Distribution,1,0,1
"Boesl Packing Co., Inc.",1,0,1
Boe Farms,1,0,1
"Bobby Salazar's Food Products, Inc.",1,0,1
"Bob's Better Beef, Inc.",1,0,1
"Blue Tape Foods, LLC",1,0,1
Bo-Bo Poultry Market Inc,1,0,1
Blueridge processing Corp,1,0,1
"Bluegrass Lamb Company, LLC",1,0,1
Bluebonnet Foods LP,1,0,1
Bluebird Locker Inc,1,0,1
"Blue Valley Meats, LLC",1,0,1
Burke Marketing Corporation,1,0,1
Burgundy Pasture Poultry LLC,1,0,1
"Burgers' Ozark Country Cured Hams, Inc.",1,0,1
By The Pound Catering Corp.,1,0,1
C & S Poultry,1,0,1
"C & L Foods, Inc.",1,0,1
C & F Packing Company,1,0,1
"Byron Center Wholesale Meats, Inc.",1,0,1
Byler's Custom Meats,1,0,1
"Byerly Foods International, Inc.",1,0,1
"By George, Inc.",1,0,1
"Brimhall Foods Co., Inc",1,0,1
"Buzz Products, Inc.",1,0,1
Buttermilk Pie Company,1,0,1
"Butterfield Foods, LLC",1,0,1
Butterfield Foods Company,1,0,1
Butcher House Meats,1,0,1
Butcher Block Meats,1,0,1
C &S Poultry,1,0,1
"C&C Meat Sales, Inc.",1,0,1
C&H Meat Co.,1,0,1
"C&J Tendermeat Co., Inc.",1,0,1
Bush Brothers Provision Company,1,0,1
Burt's Meat & Poultry,1,0,1
Burrito Kitchens Enterprises,1,0,1
Burrito Bro's,1,0,1
"Bud's Custom Meats, Inc.",1,0,1
Bueno Foods,1,0,1
"Buffalo SAV, Inc.",1,0,1
Buitoni USA LLC,1,0,1
Bum Foods LLC,1,0,1
Bumble Bee Foods LLC,1,0,1
Buona Vita Inc.,1,0,1
Burger Maker Inc.,1,0,1
"Burger's Ozark Country Cured Hams, Inc.",1,0,1
"AMG Global Distribution, Inc.",1,0,1
Alabama Catfish LLC,1,0,1
Barry's Barbeque,1,0,1
Atlanta Community Food Bank,1,0,1
Amana Farms Beef,1,0,1
"Alwan & Sons Meats, Inc.",1,0,1
Andoro LLC,1,0,1
Andre's & Lana's Delicacies,1,0,1
All American Meat Processing & Smokehouse,1,0,1
Associated Grocers of Florida,1,0,1
Atlanta Bonded Warehouse Corporation,1,0,1
"Amazon Foods, Inc.",1,0,1
"Atkins Sheep Ranch, Inc.",1,0,1
Atkins Sheep Ranch Inc.,1,0,1
"Athens Foods, Inc.",1,0,1
"Astra Foods, Inc.",1,0,1
Astra Foods Inc.,1,0,1
Assured Community Processing LLC,1,0,1
Amaro Foods Enterprise Inc,1,0,1
Amba Ham Company Inc.,1,0,1
Andy's Deli & Mikolajczk,1,0,1
"America's Custom Brokers, Inc.",1,0,1
Altura LLC,1,0,1
"American Butchers, Inc.",1,0,1
"Alvios Cuban Meats, LLLP",1,0,1
"American Beef Packers, Inc.",1,0,1
America's Second Harvest of the Big Bend,1,0,1
"America's Heartland Packing, LLC",1,0,1
America's Best Steak,1,0,1
Ambar Foods LLC,1,0,1
AmeriQual Packaging,1,0,1
"AmeriQual Group, LLC",1,0,1
AmeriQual Distribution Center,1,0,1
"AmeriCold Logistics, LLC",1,0,1
"Ameri-Asian Trading Development, Inc.",1,0,1
Ambassador Meat Dist. Inc.,1,0,1
Associated Grocers of FL,1,0,1
Aspen Hollow Sheep Station Mobile Harvest Unit,1,0,1
Appalachian Meats LLC,1,0,1
"Au Bon Canard Foie Gras, Inc.",1,0,1
Avanti Foods,1,0,1
Authentic Brands of Chicago,1,0,1
"Aurora Packing Company, Inc.",1,0,1
Aunt Kitty's Foods Inc,1,0,1
Augustine's Italian Village Inc.,1,0,1
Aufschnitt Meats LLC,1,0,1
Attilio Esposito Inc.,1,0,1
Avenal State Prison,1,0,1
Attala Frozen Foods,1,0,1
Atlas Meat Company,1,0,1
Arveybell Farm Co.,1,0,1
Artisan Premades NW LLC,1,0,1
"Artisan Kitchens, LLC",1,0,1
"Arcadia Cold Phoenix, LLC",1,0,1
"Avatar Foods, Inc.",1,0,1
Avril Bleh Meats,1,0,1
Aspen Global LLC,1,0,1
Asahi Foods Inc.,1,0,1
Asianic Inc.,1,0,1
Ashton Farms Custom Meats,1,0,1
Ashland Sausage Company,1,0,1
"Ashland Dehydrated Foods, LLC",1,0,1
"Ascent Foods, LLC",1,0,1
Asahi Union LLC,1,0,1
"Atlanta Meat Company, Inc.",1,0,1
Ayam Yook LLC,1,0,1
Atlantic Coast Freezers LLC,1,0,1
"Atlantic Coast Freezers, LLC",1,0,1
Atlantic Veal & Lamb Inc,1,0,1
"Azoria Food Productions, LLC",1,0,1
Azar and Company,1,0,1
"Ayrshire Farm Management, LLC",1,0,1
"Alsleben Meats, LLC.",1,0,1
"All American Meats, Inc.",1,0,1
"All Hale Meats, LLC",1,0,1
"American Country Foods, LLC",1,0,1
American Foods International LLC,1,0,1
"American Food Systems, Inc.",1,0,1
"American Food Services, LLC",1,0,1
American Food Service,1,0,1
"American Egg Products, LLC",1,0,1
American Custom Meats LLC,1,0,1
American Copackers Inc.,1,0,1
Andrade Slaughterhouse,1,0,1
Americold Logistics LLC.,1,0,1
"Americold Logistics, LLC.",1,0,1
Americold Logistics- Gateway,1,0,1
Americold dba AGRO Merchants Group,1,0,1
Anderson Produce,1,0,1
Anderson Meats and Processing Inc.,1,0,1
American Halal Meat Inc.,1,0,1
American Heritage Beef Company LLC,1,0,1
Alle-Pia,1,0,1
American Kitchen Delights Inc.,1,0,1
Cut Rite Outback LLC,1,0,1
"Cut Fruit Express, Inc",1,0,1
"Customized Distribution, LLC",1,0,1
C.R. Meats,1,0,1
"C. Roy, Inc.",1,0,1
Legacy Custom Meat Processing,1,0,1
Americold Logistics Inc,1,0,1
"American Outdoor Products, Inc",1,0,1
Americold Corporation,1,0,1
"Americold ""dba"" Nordic Logistics and Warehousing LLC",1,0,1
"American Soy Products, Inc.",1,0,1
"American Skin Food Group, LLC",1,0,1
American Skin Food Group LLC,1,0,1
American Samoa Government,1,0,1
Anderson Boneless Beef,1,0,1
Anderson & Son Meat Processing LLC,1,0,1
Anco Poultry Processing,1,0,1
"Alma Cold Storage, Inc.",1,0,1
Alpine Meats Inc.,1,0,1
Alpha Omega LLC,1,0,1
Alpha Foods Co.,1,0,1
Along Came Tamale,1,0,1
Alnoor Halal Poultry Market,1,0,1
"Alma Foods, LLC",1,0,1
Allied Caribbean Distribution,1,0,1
"Amylu Foods, LLC",1,0,1
Allentown Refrigerated Terminals Inc.,1,0,1
Allen Harim LLC,1,0,1
"Allen Harim Foods, LLC",1,0,1
"Allen Brothers, LLC",1,0,1
"Allen Brothers, Inc",1,0,1
Allen Brothers - Texas,1,0,1
"Alto Valle Foods, Inc.",1,0,1
"American Butchers, LLC",1,0,1
American Butchery,1,0,1
American Consolidation & Logistics,1,0,1
"Americold dba Nordic Logistics and Warehousing, LLC",1,0,1
"Americold, LLC",1,0,1
Ameripack Foods LLC,1,0,1
"Ameristar Meats, Inc.",1,0,1
Amick Farms LLC,1,0,1
"Amick Farms, LLC",1,0,1
"Amigo's Mexican Foods, Inc",1,0,1
"Aminchi Foods International, Inc.",1,0,1
Amish Country Bakehouse,1,0,1
Amity Packing Co. Inc.,1,0,1
"Amlat, LLC",1,0,1
"Amor Nino Foods, Inc.",1,0,1
Amy Food Inc.,1,0,1
Apple Valley Farms Inc.,1,0,1
"Appalachian Ag, LLC",1,0,1
Alanis Food LLC,1,0,1
3 Little Pigs LLC,1,0,1
4-L Processing,1,0,1
3rd Party Solutions & Logistics,1,0,1
"3D Meats, LLC",1,0,1
3333 Foods,1,0,1
307 Meat Company,1,0,1
305 Pizza @ MIA LLC,1,0,1
3 Little Pigs,1,0,1
4G Meat Processing LLC,1,0,1
"3 Fish, Inc",1,0,1
210 Foods LLC,1,0,1
"2 Creek Butchery, LLC",1,0,1
"1st Original Texas Chili Company, Inc.",1,0,1
1932 Specialty Produce and Meat,1,0,1
1923 Chili,1,0,1
458 1/2 South Broadway Meat Inc,1,0,1
5L Baking Company LLC,1,0,1
165368 C. Corporation,1,0,1
ABBYLAND FOODS,1,0,1
"AFS American Food Services, Inc.",1,0,1
"ACME Jerky, LLC",1,0,1
"ACL America, Inc.",1,0,1
ACC Central Kitchen LLC,1,0,1
AC's Yummy Jerky LLC,1,0,1
"ABF Packing, Inc.",1,0,1
"AAA Cold Storage, Inc.",1,0,1
"A Small Good, LLC",1,0,1
AA Meat Products Inc.,1,0,1
"A1 Meat Solutions, Inc.",1,0,1
"A.T.A. Meat Company, Inc.",1,0,1
A.S.K. Foods Inc.,1,0,1
"A to Z Portion Control Meats, Inc.",1,0,1
A TU GUSTO LLC,1,0,1
"1845 Smoked Meat Company, LLC",1,0,1
100% Artisan Foods LLC,1,0,1
Appalachian Abattoir,1,0,1
Al-Marwa L. L. C.,1,0,1
"9 Star Foods, Inc.",1,0,1
729 Beef LLC,1,0,1
7 Mile Processing and Cattle Co. LLC,1,0,1
"ALFREDO AIELLO ITALIAN FOODS, INC.",1,0,1
AMERICAN FOODS INTERNATIONAL LLC,1,0,1
Aliyas Foods USA Inc.,1,0,1
Albert Lea Select Foods Inc.,1,0,1
A & A Finest,1,0,1
Albaghdadi Food Inc.,1,0,1
Alba Foods LLC,1,0,1
Alba Cold Storage,1,0,1
"Alaska Sausage Company, Inc.",1,0,1
Alaska Meat Packers Incorporated,1,0,1
Alaska Commercial Co.,1,0,1
"920 Fries Frozen Foods, LLC",1,0,1
A & A Halal Distributors,1,0,1
58 Place Seafood Inc.,1,0,1
A G Specialty Foods,1,0,1
5R Custom Meats,1,0,1
"A Portus Freight Forwarding Service, LLC",1,0,1
"6 in 1 Meats, LLC",1,0,1
A Peach of a Party,1,0,1
"A La Carte Foods Properties, LLC.",1,0,1
"A La Carte Foods Properties, LLC",1,0,1
A Full Measure,1,0,1
A & G Food Service LLC,1,0,1
A Farm Inc.,1,0,1
"A Cut Above Processing and Meat Market, LLC",1,0,1
A & S Produce Inc.,1,0,1
A & S Distributors,1,0,1
"A & M Meat Processing, LLC.",1,0,1
A & M Cold Storage,1,0,1
"AFS Classico, LLC",1,0,1
AGS DBA Sun Commodities,1,0,1
AHR Manufacturing Inc.,1,0,1
Arlington Valley Farms,1,0,1
"Artisan Bread Co., LLC",1,0,1
Art Gourmet Catering Corp,1,0,1
Arrow Farm Meats LLC,1,0,1
Arnold's & Eddies Foods Inc.,1,0,1
Armada,1,0,1
Arm National Foods,1,0,1
Arlindo Catering Inc.,1,0,1
Artisan Chef Manufacturing Company DBA: Tuscan Market,1,0,1
"Arko Veal Company, Inc.",1,0,1
Arkansas Department of Corrections,1,0,1
Arizona Beef LLC,1,0,1
Aries Beef LLC,1,0,1
Argus Food Processing Corporation,1,0,1
"Argo Merchants ""dba"" Americold Logistics LLC.",1,0,1
Arch Foods Inc DBA: Deep Indian Kitchen,1,0,1
Arch Food Service Inc.,1,0,1
AIA USA,1,0,1
Ansaldos Sausage Corp.,1,0,1
Apostolic Christian HarvestCall,1,0,1
Apollo Export Warehouse Inc.,1,0,1
Apex Cold Storage Co.,1,0,1
Apache Foods LLC,1,0,1
Antonio Mozzarella Factory,1,0,1
"Ansots Okeldegi, LLC",1,0,1
"Anna's Kitchen, Inc.",1,0,1
"Arcadia Cold Hazleton, LLC",1,0,1
"Ankeny Cold Storage, LLC",1,0,1
Anichini Bros Inc,1,0,1
"Angus Meats, Inc.",1,0,1
"Angulo & Aguilar Forwarding, LLC",1,0,1
Angelina Foods,1,0,1
Andy's Meats Inc.,1,0,1
"Arctic Foods USA, LLC",1,0,1
Arctic Cold Storage,1,0,1
"Arck Foods, Inc.",1,0,1
A&J Meats,1,0,1
A. Concepcion Hnos,1,0,1
A. Altieri & Sons,1,0,1
"A&W Country Meats, Inc.",1,0,1
A&S & Son,1,0,1
"A&R PackingCo., Inc.",1,0,1
A&M Packing LLC,1,0,1
A&I Logistic Inc.,1,0,1
"Archway Farm, LLC",1,0,1
"A.L. Beck & Sons, Inc.",1,0,1
A.M.L.L Corp,1,0,1
A.N. Deringer Inc.,1,0,1
AL-DEZ General Dist,1,0,1
"AK's Midstate Meats, LLC",1,0,1
AJ Pasties LLC,1,0,1
"A. Decoite Packing House, Inc.",1,0,1
"ALMI Group, Inc.",1,0,1
"A. Gemmen & Sons, Inc.",1,0,1
A. S. K. Foods Inc.,1,0,1
A. Tarantino & Sons,1,0,1
A.A. Rubashkin & Sons,1,0,1
A.B. Vannoy Hams,1,0,1
"A.F.I. Food Service LLC ""DBA"" PFS Metro NY Custom Cuts",1,0,1
A.G.A. Investments II Inc.,1,0,1
A.I. Foods Corporation,1,0,1
"A.J. Sons, Inc.",1,0,1
"A.J.'s Lena Maid Meats, Inc.",1,0,1
A. Gimenez Trading LLC,1,0,1
"B & C Seafood, Inc.",1,0,1
Alki Bakery Inc.,1,0,1
All American Meat Processing And Smokehouse,1,0,1
"Archie's Foods, Inc.",1,0,1
Bas Foods Inc.,1,0,1
Barron's Creek Beef Jerky,1,0,1
"S.R. Forwarding, Inc.",1,0,1
Hawaii Island Meat Cooperative,1,0,1
"Hemps, Inc.",1,0,1
Hazle Park Cold Storage Inc.,1,0,1
Hawkeye Smokehouse Partners LLC,1,0,1
Hawkeye Pride Egg Farm LLP,1,0,1
Hawaiian Pastele Company LLC,1,0,1
"Hawaii Meats, LLC",1,0,1
"Hawaii Beef Producers, LLC",1,0,1
"Henningsen Foods, Inc",1,0,1
Hawa Corp.,1,0,1
"Hausman Foods (2024), LLC",1,0,1
Hato Rey Meat Packing,1,0,1
Hatcher Poultry & Egg Co.,1,0,1
Hat Creek Butchery,1,0,1
Hastings Foods LLC,1,0,1
Hempstead Foodservice Inc.,1,0,1
"Hickman's Egg Ranch, Inc.",1,0,1
Harvesters - The Community Food Network,1,0,1
"Hill Country Foodworks, LLC",1,0,1
Hilltown Country Smokehouse LLC,1,0,1
Hillside Turkey Farm,1,0,1
Hillsdale County Meats,1,0,1
Hillcrest Meats LLC,1,0,1
"Hill's Southern Foods, LLC",1,0,1
Hill Meat Company,1,0,1
"Highland Packing Company, Inc.",1,0,1
Hickory Baked Ham Company Inc.,1,0,1
"Highland Hollow Farm, LLC",1,0,1
Highland Farm Fresh LLC,1,0,1
High Country Meats,1,0,1
"Higa Meat & Pork Market, Ltd.",1,0,1
Hidalgo Logistics LLC,1,0,1
Hickory Hollow,1,0,1
Hastings Foods L.L.C.,1,0,1
Harvester Meat Co.,1,0,1
Hudson Valley Craft Sausage LLC,1,0,1
Head Distributing Company dba Core-Mark,1,0,1
"Heartland Meat Company, Inc",1,0,1
"Heartland Catfish Company, LLC",1,0,1
Hearthside Food Solutions,1,0,1
Heart O' Lakes Quality Meats,1,0,1
Hearn Kirkwood / Food Unlimited,1,0,1
Healthy Kids,1,0,1
"Hitman Smoked Products, LLC",1,0,1
"Hearty Acquisitions, LLC",1,0,1
Hobson Food Service,1,0,1
"IHSAN FARMS, IIC",1,0,1
"Hudson Foods Venture, LLC",1,0,1
Hummel Brothers Inc.,1,0,1
"Hugo Trading, Inc.",1,0,1
Hughes Market & Meat Processing Inc.,1,0,1
"Heartquist Hollow Farm, LLC",1,0,1
Heatherfield Foods Inc.,1,0,1
Harvest Kitchen,1,0,1
HeBo Family Foods Inc.,1,0,1
Harvest House Farms,1,0,1
"Harvest Foods, LLC",1,0,1
"Harvest Food Products Co., Inc",1,0,1
Hayes Meat Processing,1,0,1
Hazle Park Packing Co.,1,0,1
Hempler Foods Group LLC,1,0,1
Hemphill Souse & Sausage Inc,1,0,1
Heber Valley Meat,1,0,1
"Hemingway Locker Plant, LLC",1,0,1
Hellmann Worldwide Logistics,1,0,1
Helena Farm,1,0,1
"Heinsen Products, Inc.",1,0,1
"Heinkel's Packing Company, Inc.",1,0,1
"Heggies Pizza, LLC",1,0,1
Hilltown Pork Inc.,1,0,1
Hinck Turkey Farm Inc,1,0,1
"His Meat Company, LLC",1,0,1
JCK Inspection,1,0,1
J T M Provisions Company,1,0,1
J J Meats Company,1,0,1
"J & Q Food, Inc.",1,0,1
J & M Meat Co.,1,0,1
J.C. Sowell Meats Inc.,1,0,1
"J.E.S. Foods, Inc.",1,0,1
J.F. O'Neill Packing Co. Inc.,1,0,1
J&D Refrigerated Services,1,0,1
"JCG Foods of Georgia, LLC",1,0,1
"JCG  Foods of Alabama, LLC",1,0,1
JBS Prepared Foods-Moberly Facility,1,0,1
JBS Prepared Foods - Swanton Facility,1,0,1
JBB Trading LLC,1,0,1
"JB, LLC",1,0,1
"J and L Butcher Shop, LLC",1,0,1
"J&J Packing Co., Inc.",1,0,1
Hiawatha Pasties,1,0,1
J. Rago Veal Co.,1,0,1
JDM Specialty Foods,1,0,1
"JD's House of Bacon, Inc.",1,0,1
JD Meat Market,1,0,1
"J.C. Tenorio Ent., Inc.",1,0,1
J.A.K. Inc.,1,0,1
"J. W. TREUTH & SONS, INC.",1,0,1
J. L. Miller  & Sons Inc.,1,0,1
J&J Smoked Meats,1,0,1
"J. Brodie Meat Products, Inc.",1,0,1
"J-Bar Poultry Processing, LLC",1,0,1
J-Bar Meat Company,1,0,1
J'S & A'S Food Inc,1,0,1
J&R Meat Company,1,0,1
J&J Snack Foods Handhelds Corp.,1,0,1
"JAS Meats, Inc.",1,0,1
JA Angus Processing LLC,1,0,1
"J.W. Treuth & Sons, Inc.",1,0,1
Henry Kohn Inc. t/a Burlington Beef,1,0,1
Herfurth Brothers Inc,1,0,1
"Hoagland Enterprises, LLC",1,0,1
Herd Packing Company LLC,1,0,1
Herbruck's Poultry Ranch,1,0,1
Hepler Meats,1,0,1
Henrys Dream Distributors,1,0,1
Henry J's Meat Specialties,1,0,1
J.T.M. Provisions Company,1,0,1
"Henry Grasso Co., Inc.",1,0,1
Henry Broch Foods,1,0,1
"Henningsen Foods, Inc.",1,0,1
Hertzog Premium Beef LLC,1,0,1
Hess Meat Market Inc.,1,0,1
"Hi Country Snack Foods, Inc.",1,0,1
"Heritage Meats, Inc.",1,0,1
"Heritage Specialty Foods, LLC",1,0,1
Herman Falter Packing Company,1,0,1
Hermanos Dajer Inc.,1,0,1
Hermanos Santiago Cash & Carry,1,0,1
"Herring Brothers Meats, Inc.",1,0,1
"Herring Brothers, Inc.",1,0,1
Herscher Halal Meat Locker,1,0,1
HertaBerkSchwein Farms LLC,1,0,1
Heritage Meats,1,0,1
"Jancorp, LLC",1,0,1
IJean Food,1,0,1
INCO Group Inc.,1,0,1
"J.G. Food Products, Inc.",1,0,1
J.J. Foodservice Inc.,1,0,1
"J.J. MCDONNELL & CO., INC",1,0,1
J.T. Jobbagy Inc.,1,0,1
Huettl's Locker & Dressing Plant,1,0,1
"Hudson Valley Charcuterie, LLC",1,0,1
"Jack Packaging, Inc.",1,0,1
"Konoike Pacific California, Inc.",1,0,1
"Kountry's Pork Skins, LLC",1,0,1
Kosher R Us,1,0,1
Kosher Eats LLC,1,0,1
Korte Meat Processing Inc.,1,0,1
Konoike-Pacific,1,0,1
LATIN AMERICA MEATS AND FOODS CORP,1,0,1
"Konoike - E Street, Inc.",1,0,1
"Kramlich-Deede Meats, LLC",1,0,1
"Konanyan Meat Company, Inc. / Western Gourmet",1,0,1
Koehler's Meat and Sausage Company,1,0,1
"Koegel Meats, Inc.",1,0,1
Koch's Turkey Farm,1,0,1
"Koch Foods, LLC",1,0,1
Koch Foods of Mississippi-Morton Prepared,1,0,1
"Kowalski Companies, Inc.",1,0,1
Krehbiels Specialty Meats Inc,1,0,1
Kronos Foods Corp.,1,0,1
Honolulu Baking Company,1,0,1
Horton's Quality Meats,1,0,1
Horst Meats,1,0,1
"Hormel Foods Operations, LLC",1,0,1
Hormel Foods Group,1,0,1
"Hopkins Poultry Co., Inc.",1,0,1
"Hooks Distribution USA, LLC",1,0,1
Hong Chang Corp,1,0,1
Kroger Mountain View Foods,1,0,1
"Honest Meats, LLC",1,0,1
James River Correctional Ctr.,1,0,1
Jane's Stromboli,1,0,1
"EASTERN SHORE POULTRY COMPANY, INC",1,0,1
"Korpack, Inc.",1,0,1
Kroll Farms Inc.,1,0,1
Koch Foods of Mississippi LLC,1,0,1
"Kruse & Son, Inc.",1,0,1
Hudson Meat Market,1,0,1
Kingsland Food Processing Corp,1,0,1
Kuna Food Service,1,0,1
"Kulana Foods, Ltd.",1,0,1
Koch Foods of Gainesville,1,0,1
"Koch Foods of Gadsden, LLC",1,0,1
Kingston-Miami Trading Co.,1,0,1
Kingsland Food Processing Corp.,1,0,1
Kingdom Provisions,1,0,1
Kurzweils Country Meats,1,0,1
King's Pasties,1,0,1
"King's Fish Market, Inc.",1,0,1
"King's Command Foods (2022), LLC",1,0,1
King and Sons Poultry Service Inc,1,0,1
King Street Pizza Company,1,0,1
King Solomon Foods inc.,1,0,1
Kupelian Foods Inc.,1,0,1
"Kwik Trip, Inc.",1,0,1
Kukui Meat Market,1,0,1
L. Kang Inc.,1,0,1
Kukui Sausage,1,0,1
"L.S.I., Inc. - New Glarus",1,0,1
"10,000 Lakes Beef, Inc",1,0,1
L.S. Reyes Products,1,0,1
"L.B. ORIENTAL FOOD PRODUCT CO., INC.",1,0,1
L. O. Bishop BBQ,1,0,1
"L. D. AMORY AND COMPANY, INC",1,0,1
"L & C Meat Co., Inc.",1,0,1
"L&R Fine Food, Inc.",1,0,1
"L&M Enterprises, Inc.",1,0,1
L&G Food Inc.,1,0,1
L&D Market Inc.,1,0,1
"L & S Fargnoli Market, Inc.",1,0,1
L & L Packing Company,1,0,1
Hoseth Farms LLC,1,0,1
Hoskie Co. Inc.,1,0,1
Hospitality Services Unlimited,1,0,1
Hyndman Halal Meat LLC,1,0,1
"IF Co-Pack, LLC DBA Initiative Foods LLC",1,0,1
"IF Co-Pack, LLC DBA Initiative Foods",1,0,1
ICON Meals,1,0,1
IB Industries Inc. d/b/a IBI Data,1,0,1
"I-65 BBQ, Inc.",1,0,1
"I O Ranch Processing, LLC",1,0,1
"Husnik Meat Co., Inc.",1,0,1
IHOM INC,1,0,1
Husnik Meat Co. Inc.,1,0,1
Husks Unlimited Inc.,1,0,1
Husker Pride Farms MG Waldbaum Co.,1,0,1
Husker Meats LLC,1,0,1
Huse's Processing Inc.,1,0,1
"Hursey's BBQ Wholesale, Inc.",1,0,1
IHMAC Prepared Foods,1,0,1
Hunter Cattle Company,1,0,1
Hot Tamale Heaven,1,0,1
Howard & Son Meatpacking,1,0,1
Hudson Lockers,1,0,1
Hubbard's Country Meats LLC,1,0,1
Hodges,1,0,1
Huang's Meat Trading,1,0,1
"Hoyo, SBC",1,0,1
Howdysnax,1,0,1
Houston Sausage Inc.,1,0,1
Hunt's Meat Co.,1,0,1
Houston Food Bank,1,0,1
"House of Solomon, LLC",1,0,1
House of Raeford Vienna,1,0,1
"House of Raeford Farms, Inc.",1,0,1
"Humphrey's Market, Inc.",1,0,1
Humpty's Food Group,1,0,1
Huong Lan Food Production Inc.,1,0,1
Huong Duyen Meat Products,1,0,1
Hunts Point Packing Corp,1,0,1
Hometown Sausage Kitchen,1,0,1
"Holiday Meats of New Jersey, Inc.",1,0,1
Hogs Galore FLP,1,0,1
Hofmann Sausage,1,0,1
Hoffer's Ligonier Valley Packing Inc.,1,0,1
"Hodie Meats, INC",1,0,1
Hometown Butcher,1,0,1
Honest Cut Meats LLC,1,0,1
House of Raeford Farms of LA,1,0,1
"House of Halal Meat, Inc",1,0,1
House of Halal,1,0,1
"House Of Smoke, Inc.",1,0,1
House Of Sausage,1,0,1
House Of Raeford Farms,1,0,1
Hotpie Incorporated,1,0,1
"Holifield Farms, Inc.",1,0,1
Holland Brothers Meats,1,0,1
"Holly Poultry, LLC",1,0,1
Holmes Foods Inc.,1,0,1
Holy Pierogies,1,0,1
"Home Food Services of PA, Inc.",1,0,1
"Home Food Services of PA, Inc., DBA Agostino Foods",1,0,1
"Home Market Foods, Inc.",1,0,1
Home Place Pastures,1,0,1
"Home Taste Food, Inc.",1,0,1
Homegrown Lg OK,1,0,1
Homeland Baking LLC,1,0,1
"Homestead Farm and Packing, LLC",1,0,1
Homestead Knoxville LLC,1,0,1
Hometown Meat Market LLC,1,0,1
House of Raeford - Wallace Div,1,0,1
House of Raeford Farms Inc.,1,0,1
Jack Mountain Meats LLC,1,0,1
Jack Stack World Class LLC,1,0,1
Barrett's Smokehouse,1,0,1
Big Fresh Brands,1,0,1
"Billy Jack's - Nebraska, LLC",1,0,1
"Bills Market, Inc.",1,0,1
Bill E's Small Batch Bacon LLC,1,0,1
Bighams Ham Company,1,0,1
"Big Sky Processing, LLC",1,0,1
Big Red Farms,1,0,1
"Big Easy Foods of Louisiana, LLC",1,0,1
Better Meat Inc.,1,0,1
Big Dog Meats LLC,1,0,1
"Big Creek Farm, LLC",1,0,1
Big Country Beef Jerky,1,0,1
Big Boy Food Group LLC,1,0,1
Big A Meatball Company,1,0,1
Bierly's Meat Market,1,0,1
"BillyDoe Meats, Inc.",1,0,1
Better Business - - - Better Foods,1,0,1
Bianco Inc.,1,0,1
Bernatello's Pizza Inc.,1,0,1
Bertolino Foods Inc,1,0,1
Bert Posess Inc,1,0,1
Berry Veal Corp.,1,0,1
"Battistoni Italian Specialty Meats, LLC",1,0,1
Berry & Sons Rababeh Isl Slau,1,0,1
Bernthal Packing Inc.,1,0,1
Bern Meat Plant,1,0,1
Bestway Sandwiches Inc.,1,0,1
"Berkshire Refrigerated Warehousing, LLC",1,0,1
Berkshire Refrigerated Warehousing LLC,1,0,1
"Berks Packing Co., Inc.",1,0,1
Berk Lombardo Packing Co.. Inc.,1,0,1
